mean_phiN,mean_phiR,mean_N,q_N,mean_R,q_R,survive,mu,sigc,m,sigm,K,sigK,S,M,gamma,N_bar,qN_bar,R_bar,qR_bar,survive_bar,phiN_bar,phiR_bar,consumed_power,power_bar,opt_f,opt_f_bar
0.0825988700565,0.6902,0.0712638049936,0.10937015438,0.323988698441,0.225113616793,0.0825988700565,1.0,1.0,1.0,0.1,1,1.0,531,100,5.31,0.00789482307,0.0246458794941,0.0203971509111,0.0224611910105,0.00879301289467,0.00879301289467,0.045452832695,36.0871664122,4.06402517296,1.08539872181,0.198703828969
0.0781132075472,0.6988,0.0641359233663,0.0926225277062,0.319361368072,0.214795434094,0.0781132075472,1.0,1.0,1.0,0.1,1,1.0,583,100,5.83,0.00626691936002,0.0180956732876,0.0189074841729,0.0197693114722,0.00645642112585,0.00645642112585,0.0462877953677,35.5268747639,3.44536293642,1.08545042058,0.178821922212
0.0726614173228,0.6964,0.0585363907822,0.0872465889503,0.31660368075,0.211026856148,0.0726614173228,1.0,1.0,1.0,0.1,1,1.0,635,100,6.35,0.00517531952365,0.0156901838746,0.0153456283844,0.0163306273988,0.00741335969152,0.00741335969152,0.0371892457573,35.1978942899,3.07221213318,1.07167383176,0.144680349691
0.0671324599709,0.7036,0.0543615554325,0.0794439831531,0.310174757966,0.20263229738,0.0671324599709,1.0,1.0,1.0,0.1,1,1.0,687,100,6.87,0.00415219796399,0.0122190886888,0.0144476558536,0.0159815416719,0.00568722227473,0.00568722227473,0.0385102583736,35.5178108127,2.91570965301,1.10873228451,0.124368246435
0.0633558863329,0.7096,0.0494815679332,0.0691385109265,0.306672716286,0.195601353292,0.0633558863329,1.0,1.0,1.0,0.1,1,1.0,739,100,7.39,0.00440444450497,0.0115484921519,0.0158876289857,0.0152045631437,0.00588401491075,0.00588401491075,0.0363846121321,34.7115392223,3.06723495136,1.10174852919,0.183212096973
0.0602275600506,0.7006,0.0474582647398,0.067782371556,0.300923462413,0.190700109209,0.0602275600506,1.0,1.0,1.0,0.1,1,1.0,791,100,7.91,0.00432537788089,0.0142130345193,0.0145663895445,0.0146235051811,0.00654842850343,0.00654842850343,0.0394669481972,35.4982704516,3.22983066515,1.13714735537,0.175842941477
0.0564412811388,0.7,0.0434406320597,0.0606240725873,0.294727351004,0.183299903857,0.0564412811388,1.0,1.0,1.0,0.1,1,1.0,843,100,8.43,0.00439666586898,0.0125695134005,0.0157411187692,0.0117525014443,0.00505003815735,0.00505003815735,0.037094473982,34.6489045355,3.47516112211,1.13262270791,0.184033859637
0.0539664804469,0.7072,0.0413016937624,0.0574831886235,0.29463173635,0.182216833831,0.0539664804469,1.0,1.0,1.0,0.1,1,1.0,895,100,8.95,0.00401628637704,0.0120883426327,0.0146561806509,0.0153774640563,0.00569394069553,0.00569394069553,0.0413298923299,35.1663483319,3.55347305178,1.13701315966,0.189322503808
0.050580781415,0.703,0.0391188164912,0.0553597695229,0.290357425865,0.177475236436,0.050580781415,1.0,1.0,1.0,0.1,1,1.0,947,100,9.47,0.00438828822498,0.0110477448685,0.0170165081868,0.013777338855,0.00550420803798,0.00550420803798,0.0405585995813,34.9324803094,3.94831613976,1.17311468531,0.201456509665
0.04726,0.6962,0.0359597401924,0.0502807494833,0.284331704581,0.170924857257,0.04726,1.0,1.0,1.0,0.1,1,1.0,1000,100,10.0,0.0034507652352,0.00999678504816,0.0117719888056,0.0106214247002,0.00385128549967,0.00385128549967,0.043261530255,34.0286764479,3.15494077637,1.13714975135,0.180706728309
